residence_panel,industry_bucket,industry_segment,employer,education,n
Lives outside BS,healthcare,healthcare_provider,Pi-Cardia,unknown,1
Lives outside BS,unknown,unknown,Pi-Finance Ltd.,unknown,1
Lives outside BS,unknown,unknown,Piano Piano Restaurant,unknown,1
Lives outside BS,unknown,unknown,Pic-Time,unknown,1
Lives outside BS,high_tech,software_it_services,Picafuel,unknown,1
Lives outside BS,unknown,unknown,Picanti,unknown,1
Lives outside BS,unknown,unknown,Picka cards,unknown,1
Lives outside BS,unknown,unknown,Pickommerce AI Robotics LTD,unknown,1
Lives outside BS,high_tech,software_it_services,Picodya,unknown,1
Lives outside BS,unknown,unknown,Picodya,unknown,1
Lives outside BS,unknown,unknown,Picolo,unknown,1
Lives outside BS,unknown,unknown,Pika,unknown,1
Lives outside BS,unknown,unknown,Pika Diapers,mechanical_engineering,1
Lives outside BS,unknown,unknown,Pike International LLC,unknown,1
Lives outside BS,unknown,unknown,Pikoya,unknown,1
Lives outside BS,high_tech,software_it_services,Pilat Itcom,industrial_engineering,1
Lives outside BS,unknown,unknown,Pilco Engineering,unknown,1
Lives outside BS,high_tech,other_high_tech,Pillar Security,unknown,1
Lives outside BS,unknown,unknown,Pillar Security,unknown,1
Lives outside BS,unknown,unknown,Pinaca Technologies,unknown,1
Lives outside BS,unknown,unknown,Pinecone,unknown,1
Lives outside BS,high_tech,software_it_services,Ping Communications,psychology,1
Lives outside BS,unknown,unknown,Pingwe.com,unknown,1
Lives outside BS,unknown,unknown,Pinhas Buchris' office,psychology,1
Lives outside BS,high_tech,other_high_tech,Pini Group,unknown,1
Lives outside BS,unknown,unknown,Pini Group,unknown,1
Lives outside BS,unknown,unknown,Pinto Entrepreneur,medicine,1
Lives outside BS,unknown,unknown,Piola,unknown,1
Lives outside BS,unknown,unknown,Pioneer Wealth Management,unknown,1
Lives outside BS,unknown,unknown,"Pipl, inc.",unknown,1
Lives outside BS,unknown,unknown,Piramal Pharma Solutions,unknown,1
Lives outside BS,unknown,unknown,Pita Pita Granada,behavioral_sciences,1
Lives outside BS,unknown,unknown,Pitabytes Labs,unknown,1
Lives outside BS,unknown,unknown,Pitango Boutiqe Investment House,economics,1
Lives outside BS,unknown,unknown,Pitaro-Lasky & Co. Law Firm,unknown,1
Lives outside BS,unknown,unknown,Pitchon Lev - פתחון לב,non_stem,1
Lives outside BS,unknown,unknown,Pitchon Lev - פתחון לב,unknown,1
Lives outside BS,high_tech,other_high_tech,Pitronim,business_administration,1
Lives outside BS,high_tech,other_high_tech,Pivotal,unknown,1
Lives outside BS,unknown,unknown,Pivotal,unknown,1
Lives outside BS,unknown,unknown,PixCell Medical,business_administration,1
Lives outside BS,high_tech,software_it_services,Pixel Studio,stem,1
Lives outside BS,unknown,unknown,Pixelim.io,unknown,1
Lives outside BS,unknown,unknown,Pixeline Technologies LTD.,computer_science,1
Lives outside BS,high_tech,software_it_services,Pixoneye,unknown,1
Lives outside BS,unknown,unknown,Pixtory - Visual Design,unknown,1
Lives outside BS,unknown,unknown,Place-IL,unknown,1
Lives outside BS,unknown,unknown,Placer,unknown,1
Lives outside BS,unknown,unknown,Placer.ai,geography,1
Lives outside BS,high_tech,software_it_services,PlainID - The Identity Security Company,unknown,1
Lives outside BS,unknown,unknown,PlainID - The Identity Security Company,unknown,1
Lives outside BS,unknown,unknown,Plan Bee Social Enterprise,unknown,1
Lives outside BS,unknown,unknown,PlanIt - פלאניט,unknown,1
Lives outside BS,public_sector,academic,PlanNet Zero - Tel Aviv University's Climate Crisis Initiative,unknown,1
Lives outside BS,unknown,unknown,Planck,psychology,1
Lives outside BS,high_tech,software_it_services,PlanetWatchers,unknown,1
Lives outside BS,unknown,unknown,PlanetWatchers,unknown,1
Lives outside BS,unknown,unknown,Planit - Scheduling Solutions Ltd,unknown,1
Lives outside BS,unknown,unknown,Planit Scheduling Solutions (Israel),unknown,1
Lives outside BS,unknown,unknown,Planitar Inc.,unknown,1
Lives outside BS,high_tech,software_it_services,Planned Acts Of Kindness,unknown,1
Lives outside BS,unknown,unknown,Planner Family Office,unknown,1
Lives outside BS,unknown,unknown,Planner.G.T.E.M,unknown,1
Lives outside BS,unknown,unknown,Planning Administration of Israel,unknown,1
Lives outside BS,unknown,unknown,PlantArcBio,unknown,1
Lives outside BS,unknown,unknown,Plantarcbio,unknown,1
Lives outside BS,unknown,unknown,Plantopia Bio.,biology,1
Lives outside BS,unknown,unknown,Plantopia Bio.,unknown,1
Lives outside BS,unknown,unknown,Plants Production & Marketing Board,biology,1
Lives outside BS,unknown,unknown,Plas-Free,unknown,1
Lives outside BS,high_tech,other_high_tech,Plasan Sasa Ltd,unknown,1
Lives outside BS,unknown,unknown,Plasson Livestock Division,unknown,1
Lives outside BS,high_tech,other_high_tech,Plasson Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,Plastic Back,unknown,1
Lives outside BS,unknown,unknown,Plastics App,unknown,1
Lives outside BS,unknown,unknown,Plastics Extrusion Machinery (PEM) LLC,unknown,1
Lives outside BS,unknown,unknown,Plastics Industry,chemical_engineering,1
Lives outside BS,unknown,unknown,Plasto-Polish Ltd.,business_administration,1
Lives outside BS,unknown,unknown,Plasto-Sac,unknown,1
Lives outside BS,unknown,unknown,Plastopil Ltd.,unknown,1
Lives outside BS,unknown,unknown,Plataine,unknown,1
Lives outside BS,unknown,unknown,Platforma Theater (NPO),unknown,1
Lives outside BS,unknown,unknown,Platinum Castle Accounting,unknown,1
Lives outside BS,unknown,unknown,Platinum Financial Enterprises,unknown,1
Lives outside BS,high_tech,other_high_tech,PlaxidityX (Formerly Argus),unknown,1
Lives outside BS,high_tech,software_it_services,Play Perfect,unknown,1
Lives outside BS,high_tech,software_it_services,PlaySight,unknown,1
Lives outside BS,unknown,unknown,Playdigo,unknown,1
Lives outside BS,unknown,unknown,Playermaker,unknown,1
Lives outside BS,unknown,unknown,Playit ODT,unknown,1
Lives outside BS,unknown,unknown,Playplus - Creating Playgrounds of Knowledge,unknown,1
Lives outside BS,unknown,unknown,Playtech,economics,1
Lives outside BS,high_tech,other_high_tech,Playtika,business_administration,1
Lives outside BS,high_tech,software_it_services,Playtika,industrial_engineering,1
Lives outside BS,unknown,unknown,Pleasant Trails,unknown,1
Lives outside BS,high_tech,other_high_tech,Pliops,unknown,1
Lives outside BS,unknown,unknown,Plurai,unknown,1
Lives outside BS,unknown,unknown,Pluri,unknown,1
Lives outside BS,unknown,unknown,Pluristem Therapeutics,unknown,1
Lives outside BS,unknown,unknown,Plus500® Official Page,unknown,1
Lives outside BS,unknown,unknown,PlushCare,unknown,1
Lives outside BS,unknown,unknown,Pnimort- Education institution,social_work,1
Lives outside BS,unknown,unknown,Poalim Sahar,unknown,1
Lives outside BS,unknown,unknown,Poalim Tech,economics,1
Lives outside BS,unknown,unknown,Poalim mortgage insurance agency,unknown,1
Lives outside BS,unknown,unknown,Podcastim SHEMMA,unknown,1
Lives outside BS,unknown,unknown,Podium,unknown,1
Lives outside BS,unknown,unknown,PodiumComp,unknown,1
Lives outside BS,unknown,unknown,Poenta Innovation Center - Jerusalem Municipal Innovation Department,unknown,1
Lives outside BS,unknown,unknown,Poetry Place Jerusalem,unknown,1
Lives outside BS,unknown,unknown,Point Strategy & Communication,unknown,1
Lives outside BS,unknown,unknown,Point Y,business_administration,1
Lives outside BS,unknown,unknown,Point by Azrieli - LABS TLV לשעבר,unknown,1
Lives outside BS,unknown,unknown,Point6 Bio,unknown,1
Lives outside BS,unknown,unknown,Pointer Israel,unknown,1
Lives outside BS,unknown,unknown,Points Location Intelligence,unknown,1
Lives outside BS,unknown,unknown,Polak Bros LTD,unknown,1
Lives outside BS,unknown,unknown,Poldmir Construction,civil_engineering,1
Lives outside BS,high_tech,other_high_tech,Poldmir Construction,unknown,1
Lives outside BS,unknown,unknown,Poleg Engineering ltd,unknown,1
Lives outside BS,unknown,unknown,Poleg Plastic Industries | Polifilm,unknown,1
Lives outside BS,high_tech,other_high_tech,Poleg industries LTD,unknown,1
Lives outside BS,high_tech,other_high_tech,Poleg plastic industries,unknown,1
Lives outside BS,unknown,unknown,Police,unknown,1
Lives outside BS,unknown,unknown,Police Officer,unknown,1
Lives outside BS,unknown,unknown,Policy Research Institute - PRI (नीति अनुसन्धान प्रतिष्ठान),unknown,1
Lives outside BS,unknown,unknown,Politecnico di Torino,unknown,1
Lives outside BS,public_sector,academic,Politics and Government at Ben Gurion University of the Negev,geography,1
Lives outside BS,unknown,unknown,Pollen Street Capital,unknown,1
Lives outside BS,unknown,unknown,"Pollogen, a Lumenis Company",unknown,1
Lives outside BS,unknown,unknown,Polpharma,unknown,1
Lives outside BS,healthcare,healthcare_provider,Polso (formerly ChroniSense Medical),unknown,1
Lives outside BS,unknown,unknown,PolyGents,unknown,1
Lives outside BS,healthcare,healthcare_provider,PolyPid Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,PolyPid Ltd.,unknown,1
Lives outside BS,unknown,unknown,Polybid Group,economics,1
Lives outside BS,unknown,unknown,Polycart Technology,mechanical_engineering,1
Lives outside BS,unknown,unknown,Polycom,unknown,1
Lives outside BS,unknown,unknown,Polygreen Group,unknown,1
Lives outside BS,unknown,unknown,Polyrit,materials_engineering,1
Lives outside BS,unknown,unknown,Pomeri Pets LTD,unknown,1
Lives outside BS,unknown,unknown,Pomme Advisors Ltd,unknown,1
Lives outside BS,unknown,unknown,Pontera,economics,1
Lives outside BS,unknown,unknown,Pontifax Venture Capital,unknown,1
Lives outside BS,unknown,unknown,Pontis,unknown,1
Lives outside BS,unknown,unknown,Pony Advertising,unknown,1
Lives outside BS,high_tech,software_it_services,Popai Health,unknown,1
Lives outside BS,unknown,unknown,Popixels,unknown,1
Lives outside BS,unknown,unknown,Poppins - Digital Therapy,unknown,1
Lives outside BS,unknown,unknown,Population Council,unknown,1
Lives outside BS,unknown,unknown,Poran Shrem,unknown,1
Lives outside BS,healthcare,healthcare_provider,Poran Shrem - פורן שרים,unknown,1
Lives outside BS,unknown,unknown,Porat Group,unknown,1
Lives outside BS,unknown,unknown,Porn Town,unknown,1
Lives outside BS,unknown,unknown,Port Industry n.b.,unknown,1
Lives outside BS,high_tech,other_high_tech,Port Power,unknown,1
Lives outside BS,high_tech,software_it_services,Port.io,unknown,1
Lives outside BS,unknown,software_it_services,Port.io,unknown,1
Lives outside BS,unknown,unknown,Port.io,unknown,1
Lives outside BS,unknown,unknown,Portal Ecology,geography,1
Lives outside BS,unknown,unknown,Portality Ltd.,unknown,1
Lives outside BS,unknown,unknown,Portalmatch Investments,unknown,1
Lives outside BS,unknown,unknown,Positive Search LDA,unknown,1
Lives outside BS,high_tech,software_it_services,Postscript,unknown,1
Lives outside BS,unknown,unknown,Potomac Growth,unknown,1
Lives outside BS,unknown,unknown,Potomac Pediatrics,unknown,1
Lives outside BS,high_tech,software_it_services,Poultry Health Laboratory,unknown,1
Lives outside BS,unknown,unknown,Powa Technologies,unknown,1
Lives outside BS,unknown,unknown,Poway Unified School District,unknown,1
Lives outside BS,unknown,unknown,Powder Fuels Ltd,unknown,1
Lives outside BS,unknown,unknown,Power Breezer,unknown,1
Lives outside BS,high_tech,other_high_tech,Power Offer,unknown,1
Lives outside BS,unknown,unknown,Power plant Ramat-Hovav,business_administration,1
Lives outside BS,unknown,unknown,PowerGen Renewable Energy,unknown,1
Lives outside BS,unknown,unknown,PowerPlug Ltd,unknown,1
Lives outside BS,unknown,unknown,Powerex,unknown,1
Lives outside BS,unknown,unknown,Powtoon,unknown,1
Lives outside BS,unknown,unknown,Ppe Convention,psychology,1
Lives outside BS,unknown,unknown,PractiTest - Test Management,unknown,1
Lives outside BS,unknown,unknown,Practic,unknown,1
Lives outside BS,unknown,unknown,Practical Mechanics LTD,unknown,1
Lives outside BS,unknown,unknown,Practical Theory,unknown,1
Lives outside BS,unknown,unknown,Pratt & Whitney Rocketdyne,non_stem,1
Lives outside BS,high_tech,other_high_tech,Praxis MT - Risk Management and Engineering Solutions,unknown,1
Lives outside BS,unknown,unknown,Precise,unknown,1
Lives outside BS,high_tech,other_high_tech,Precise Bio,unknown,1
Lives outside BS,high_tech,software_it_services,Prediction Canada,unknown,1
Lives outside BS,unknown,unknown,Prediction News,unknown,1
Lives outside BS,high_tech,other_high_tech,Predicto,unknown,1
Lives outside BS,unknown,unknown,Predicto,unknown,1
Lives outside BS,high_tech,other_high_tech,Prelysis,unknown,1
Lives outside BS,unknown,unknown,Premia Spine,unknown,1
Lives outside BS,high_tech,other_high_tech,Premia Spine Ltd.,unknown,1
Lives outside BS,unknown,unknown,Premier Dead Sea,unknown,1
Lives outside BS,unknown,unknown,Premier Estate Properties,unknown,1
Lives outside BS,unknown,unknown,Premium,unknown,1
Lives outside BS,unknown,unknown,Premium Lawn & Landscape,unknown,1
Lives outside BS,unknown,unknown,Prep & Ship Global,unknown,1
Lives outside BS,unknown,unknown,Presight AI,unknown,1
Lives outside BS,unknown,unknown,Press,unknown,1
Lives outside BS,unknown,unknown,PrettyDamnQuick (PDQ),unknown,1
Lives outside BS,unknown,unknown,Prevera,unknown,1
Lives outside BS,unknown,unknown,Prigat,unknown,1
Lives outside BS,healthcare,healthcare_provider,Prilenia,unknown,1
Lives outside BS,unknown,unknown,Prilenia,unknown,1
Lives outside BS,unknown,unknown,Prima Nova LTD,unknown,1
Lives outside BS,unknown,unknown,Prima hotels,unknown,1
Lives outside BS,unknown,unknown,Primal Bee®,unknown,1
Lives outside BS,unknown,unknown,Prime Minister's Office,unknown,1
Lives outside BS,unknown,unknown,Prime Minister's Office israel,unknown,1
Lives outside BS,unknown,unknown,Prime Ministers Office,business_administration,1
Lives outside BS,high_tech,software_it_services,Prime Ministers Office,computer_science,1
Lives outside BS,high_tech,other_high_tech,Prime Ministers Office,electrical_and_computer_engineering,1
Lives outside BS,high_tech,other_high_tech,Prime Ministers Office,unknown,1
Lives outside BS,unknown,unknown,Prime Minute INC,unknown,1
Lives outside BS,unknown,unknown,Prime lease,unknown,1
Lives outside BS,unknown,unknown,Prime minister office - israel,unknown,1
Lives outside BS,high_tech,other_high_tech,PrimeTech Ltd.,unknown,1
Lives outside BS,unknown,unknown,PrimeVest Realty LLC,unknown,1
Lives outside BS,unknown,unknown,"Primis, Video Discovery",management_information_systems,1
Lives outside BS,unknown,unknown,Primo Water Corporation,unknown,1
Lives outside BS,unknown,unknown,Princeton Management Development Institute,business_administration,1
Lives outside BS,unknown,unknown,Printer Center,unknown,1
Lives outside BS,unknown,unknown,Printer center,unknown,1
Lives outside BS,high_tech,software_it_services,Priority Software,unknown,1
Lives outside BS,unknown,academic,Priority Software,unknown,1
Lives outside BS,unknown,software_it_services,Priority Software,unknown,1
Lives outside BS,high_tech,other_high_tech,Priority Software (ERP),unknown,1
Lives outside BS,unknown,unknown,Priory Team,unknown,1
Lives outside BS,unknown,academic,Prisma Negev - Center for Impact-Driven Innovation by BGU,unknown,1
Lives outside BS,unknown,unknown,Prismm Technologies,unknown,1
Lives outside BS,unknown,unknown,Privat Company XXI,unknown,1
Lives outside BS,unknown,unknown,Privat consultant - hydrogeological and environmental project,unknown,1
Lives outside BS,unknown,unknown,Private,biology,1
Lives outside BS,unknown,unknown,Private,stem,1
Lives outside BS,unknown,unknown,Private Accounting & Tax Practice,unknown,1
Lives outside BS,unknown,unknown,Private Clinics,unknown,1
Lives outside BS,unknown,unknown,Private Company,non_stem,1
Lives outside BS,unknown,unknown,Private Company,social_work,1
Lives outside BS,high_tech,software_it_services,Private Company,unknown,1
Lives outside BS,unknown,unknown,Private Foundation,unknown,1
Lives outside BS,unknown,unknown,Private Journey,unknown,1
Lives outside BS,unknown,unknown,Private Office,unknown,1
Lives outside BS,healthcare,healthcare_provider,Private Practice,medicine,1
Lives outside BS,unknown,unknown,Private Practice,medicine,1
Lives outside BS,unknown,unknown,Private Practice,social_work,1
Lives outside BS,healthcare,healthcare_provider,Private Practice,unknown,1
Lives outside BS,unknown,unknown,Private Practice at Family Behavioral Health,medicine,1
Lives outside BS,healthcare,healthcare_provider,Private Practice in Clinical Psychology,psychology,1
Lives outside BS,unknown,unknown,Private Practice in Palo Alto,psychology,1
Lives outside BS,unknown,unknown,Private Real Estate,unknown,1
Lives outside BS,unknown,unknown,Private Tour Guide Israel,geography,1
Lives outside BS,unknown,unknown,Private Tutor,unknown,1
Lives outside BS,unknown,unknown,Private clients,unknown,1
Lives outside BS,healthcare,healthcare_provider,Private clinic,social_work,1
Lives outside BS,unknown,unknown,Private clinic,unknown,1
Lives outside BS,healthcare,healthcare_provider,Private clinic Gan Soreq,stem,1
Lives outside BS,high_tech,other_high_tech,Private company,business_administration,1
Lives outside BS,unknown,unknown,Private company,medical,1
Lives outside BS,unknown,unknown,Private company,unknown,1
Lives outside BS,unknown,unknown,Private equity firm,business_administration,1
Lives outside BS,unknown,unknown,Private office,unknown,1
Lives outside BS,unknown,unknown,Private practice,psychology,1
Lives outside BS,unknown,unknown,Private sector,unknown,1
Lives outside BS,unknown,unknown,PrivateAdvisor,unknown,1
Lives outside BS,healthcare,healthcare_provider,Privet Clinic,psychology,1
Lives outside BS,high_tech,other_high_tech,Privet Company,stem,1
Lives outside BS,unknown,unknown,Privet Investments LLC,unknown,1
Lives outside BS,unknown,unknown,Privet at Someria,unknown,1
Lives outside BS,unknown,unknown,Privet clinic,psychology,1
Lives outside BS,unknown,unknown,Privet practice,unknown,1
Lives outside BS,unknown,unknown,Privett Sales,business_administration,1
Lives outside BS,unknown,unknown,Privi Life Sciences,unknown,1
Lives outside BS,high_tech,other_high_tech,Privileged,industrial_engineering,1
Lives outside BS,unknown,unknown,Pro Greece,psychology,1
Lives outside BS,unknown,unknown,Pro Group,unknown,1
Lives outside BS,unknown,unknown,Pro-Consultant,unknown,1
Lives outside BS,unknown,unknown,ProCol Health,unknown,1
Lives outside BS,unknown,unknown,ProCore Ltd,stem,1
Lives outside BS,unknown,unknown,ProFuse Technology,unknown,1
Lives outside BS,unknown,unknown,ProManage,civil_engineering,1
Lives outside BS,unknown,unknown,ProSpec Tany TechnoGene Ltd,unknown,1
Lives outside BS,unknown,unknown,ProTechTiv,unknown,1
Lives outside BS,high_tech,software_it_services,ProYoLi Gaming,computer_science,1
Lives outside BS,unknown,unknown,ProboLabs.ai,unknown,1
Lives outside BS,high_tech,software_it_services,Proceed,unknown,1
Lives outside BS,unknown,unknown,Proceed CRM,unknown,1
Lives outside BS,unknown,unknown,Proceed Tech,industrial_engineering,1
Lives outside BS,unknown,unknown,Proctor Gallagher Institute,unknown,1
Lives outside BS,unknown,unknown,Prodalim,unknown,1
Lives outside BS,unknown,unknown,Prodalim Group,unknown,1
Lives outside BS,unknown,unknown,Prodotto- product design,unknown,1
Lives outside BS,unknown,unknown,Prodotto.experts,unknown,1
Lives outside BS,unknown,unknown,Prodrive,unknown,1
Lives outside BS,unknown,unknown,Prodrive Technologies,unknown,1
Lives outside BS,unknown,unknown,Product Buddies,unknown,1
Lives outside BS,unknown,unknown,Product Development,unknown,1
Lives outside BS,unknown,unknown,Product Experts,business_administration,1
Lives outside BS,unknown,unknown,Product Experts,unknown,1
Lives outside BS,unknown,unknown,Product Madness 📱🎮,unknown,1
Lives outside BS,unknown,unknown,Product Rocket,unknown,1
Lives outside BS,unknown,unknown,Product-Hunter,unknown,1
Lives outside BS,unknown,unknown,Product-Up.co.il,unknown,1
Lives outside BS,unknown,unknown,ProductClank,unknown,1
Lives outside BS,unknown,unknown,ProductX (Product Excellence),unknown,1
Lives outside BS,unknown,unknown,Productive Software,unknown,1
Lives outside BS,high_tech,software_it_services,Prodware Israel,unknown,1
Lives outside BS,unknown,unknown,Prof Rami Yosef,unknown,1
Lives outside BS,unknown,unknown,Prof. Hagit Cohen's Anxiety and Stress Reasearch Lab,unknown,1
Lives outside BS,unknown,unknown,Profesional independiente,stem,1
Lives outside BS,unknown,unknown,Profesional independiente,unknown,1
Lives outside BS,unknown,unknown,Professional Training & Coaching,non_stem,1
Lives outside BS,unknown,unknown,Professional@Telecom Business Creation,unknown,1
Lives outside BS,high_tech,semiconductors_hardware,Profile Intel LTD,unknown,1
Lives outside BS,unknown,unknown,Profiline &Orgil global,unknown,1
Lives outside BS,unknown,unknown,Profimex,unknown,1
Lives outside BS,unknown,unknown,Profit,unknown,1
Lives outside BS,unknown,unknown,Profit - הנהלת חשבונות ומסים,unknown,1
Lives outside BS,unknown,unknown,Profit Marketing,unknown,1
Lives outside BS,unknown,unknown,Profit-Agro Ltd,unknown,1
Lives outside BS,unknown,unknown,Profound Investment House,unknown,1
Lives outside BS,unknown,unknown,Profound Investment House - בוטיק השקעות פרופאונד,unknown,1
Lives outside BS,unknown,unknown,Profshore,unknown,1
Lives outside BS,unknown,unknown,Profusion,unknown,1
Lives outside BS,unknown,unknown,PrognomiQ Inc,unknown,1
Lives outside BS,high_tech,other_high_tech,Programa,unknown,1
Lives outside BS,unknown,unknown,Programa,unknown,1
Lives outside BS,unknown,unknown,ProgressPlay,unknown,1
Lives outside BS,unknown,unknown,Project Bar Group,unknown,1
Lives outside BS,unknown,unknown,Project Circle,unknown,1
Lives outside BS,unknown,unknown,Project Pro,business_administration,1
Lives outside BS,unknown,unknown,Project Pro Jobs,unknown,1
Lives outside BS,unknown,unknown,"Projective, Project Management & Consultancy",geography,1
Lives outside BS,unknown,unknown,Projex Ingénierie,unknown,1
Lives outside BS,unknown,unknown,Projex- Israel,unknown,1
Lives outside BS,unknown,unknown,Prolife Cardiac Rehabilitation Center,unknown,1
Lives outside BS,high_tech,software_it_services,Prologic Ltd.,unknown,1
Lives outside BS,unknown,unknown,"Promedico company Neopharm Group,",business_administration,1
Lives outside BS,unknown,unknown,Promega Corporation,unknown,1
Lives outside BS,unknown,unknown,Prominent Properties,unknown,1
Lives outside BS,unknown,unknown,Promisec,unknown,1
Lives outside BS,unknown,unknown,Promoting youth,social_work,1
Lives outside BS,unknown,unknown,Pronat Industries Ltd.,unknown,1
Lives outside BS,high_tech,software_it_services,Proofpoint,software_engineering,1
Lives outside BS,high_tech,software_it_services,Proofpoint,unknown,1
Lives outside BS,unknown,unknown,Propdo,unknown,1
Lives outside BS,unknown,unknown,Propel Holdings,unknown,1
Lives outside BS,unknown,unknown,"Propel, Inc",public_policy,1
Lives outside BS,unknown,unknown,Propeller Drones,unknown,1
Lives outside BS,unknown,unknown,Proprep UK,unknown,1
Lives outside BS,unknown,unknown,"Prospera Technologies, A Valmont Company",unknown,1
Lives outside BS,unknown,unknown,Prosperity Opportunities ltd,unknown,1
Lives outside BS,unknown,unknown,Protalix Biotherapeutics,unknown,1
Lives outside BS,unknown,unknown,Protalix Biotherapiutics,unknown,1
Lives outside BS,unknown,unknown,Protected by Mediaocean,unknown,1
Lives outside BS,unknown,unknown,Protego Health,unknown,1
Lives outside BS,high_tech,other_high_tech,Prothya Biosolutions,unknown,1
Lives outside BS,unknown,unknown,Protica Bio,unknown,1
Lives outside BS,unknown,unknown,Protradingindicators.com,unknown,1
Lives outside BS,high_tech,software_it_services,Prove,unknown,1
Lives outside BS,unknown,unknown,Proventis Med,unknown,1
Lives outside BS,unknown,unknown,Providence,unknown,1
Lives outside BS,unknown,unknown,Provigent,unknown,1
Lives outside BS,unknown,unknown,Provincial Health Services Authority,unknown,1
Lives outside BS,high_tech,software_it_services,Proxima Investment House,computer_science,1
Lives outside BS,unknown,unknown,Proxima Investment House,unknown,1
Lives outside BS,unknown,unknown,Proximity Designs,biotechnology,1
Lives outside BS,high_tech,software_it_services,Proxymity,unknown,1
Lives outside BS,unknown,unknown,Proxymity,unknown,1
Lives outside BS,unknown,unknown,Psagot,unknown,1
Lives outside BS,unknown,unknown,Psagot Investment House,unknown,1
Lives outside BS,unknown,unknown,Psagot Investment House - פסגות בית השקעות,unknown,1
Lives outside BS,unknown,unknown,Psifas,unknown,1
Lives outside BS,unknown,unknown,Psomas,chemical_engineering,1
Lives outside BS,unknown,unknown,PsyRx Ltd,unknown,1
Lives outside BS,healthcare,healthcare_provider,Psychiatric Hospital,unknown,1
Lives outside BS,unknown,unknown,Psychiatrists Only,unknown,1
Lives outside BS,unknown,unknown,Psychodomatic clinic Tel aviv,unknown,1
Lives outside BS,unknown,unknown,Psychodrama for everyone,unknown,1
Lives outside BS,healthcare,healthcare_provider,"Psychological Clinic, Schneider Children's Hospital",psychology,1
Lives outside BS,unknown,unknown,Psychological Educational Services Ramat-Gan,unknown,1
Lives outside BS,unknown,unknown,"Psychological Service Station in Sderot, BGU University",psychology,1
Lives outside BS,unknown,unknown,Psychological Services for Students in BGU,unknown,1
Lives outside BS,unknown,unknown,Psychology intership,psychology,1
Lives outside BS,unknown,unknown,Psychotherapist Private Practice,unknown,1
Lives outside BS,unknown,unknown,Ptora- Creation. From The Ground Up,unknown,1
Lives outside BS,unknown,unknown,PubMax,unknown,1
Lives outside BS,unknown,unknown,PubPlus,unknown,1
Lives outside BS,unknown,unknown,Publeak,unknown,1
Lives outside BS,unknown,unknown,Public Commission Against Torture in Israel PCATI,medicine,1
Lives outside BS,unknown,unknown,Public Health Association -,non_stem,1
Lives outside BS,unknown,unknown,Public Health Ontario,unknown,1
Lives outside BS,unknown,unknown,Public Safety Canada | Sécurité publique Canada,unknown,1
Lives outside BS,unknown,unknown,Public Sector,social_work,1
Lives outside BS,unknown,unknown,Publicis Media,unknown,1
Lives outside BS,unknown,unknown,Publift,unknown,1
Lives outside BS,unknown,unknown,Puig,psychology,1
Lives outside BS,healthcare,healthcare_provider,PulmOne Advanced Medical Devices Ltd,unknown,1
Lives outside BS,high_tech,other_high_tech,PulmOne Advanced Medical Devices Ltd,unknown,1
Lives outside BS,unknown,unknown,Pulsar,unknown,1
Lives outside BS,unknown,unknown,Pulsar Medtech,unknown,1
Lives outside BS,unknown,unknown,PulseQ,unknown,1
Lives outside BS,unknown,unknown,Pulsebeam,unknown,1
Lives outside BS,high_tech,other_high_tech,Pulsenmore,unknown,1
Lives outside BS,unknown,unknown,Pura Vida- Extreme Retreats,unknown,1
Lives outside BS,unknown,unknown,Purdue University,unknown,1
Lives outside BS,unknown,unknown,PureClearTrading,unknown,1
Lives outside BS,unknown,unknown,PureMagics,unknown,1
Lives outside BS,high_tech,other_high_tech,PureTech Foods,unknown,1
Lives outside BS,unknown,unknown,Puzzle Israel,unknown,1
Lives outside BS,unknown,unknown,Puzzle Projects LTD,unknown,1
Lives outside BS,unknown,unknown,PwC Israel,accounting_and_finance,1
Lives outside BS,unknown,unknown,Pwm,unknown,1
Lives outside BS,high_tech,software_it_services,Pynt,unknown,1
Lives outside BS,unknown,unknown,Pynt,unknown,1
Lives outside BS,high_tech,other_high_tech,Q Core Medical Ltd.,unknown,1
Lives outside BS,unknown,unknown,"Q Medical Devices, part of the Q family",unknown,1
Lives outside BS,unknown,unknown,Q PLUS,unknown,1
Lives outside BS,high_tech,other_high_tech,Q Plus Quality management and Engineering Ltd,unknown,1
Lives outside BS,unknown,unknown,Q-Trials Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,"Q-nomy, Inc.",unknown,1
Lives outside BS,high_tech,software_it_services,Q.ai,unknown,1
Lives outside BS,unknown,unknown,Q4 - The Fourth Quarter הרבעון הרביעי,unknown,1
Lives outside BS,unknown,unknown,QAS Executive Aviation,unknown,1
Lives outside BS,unknown,unknown,QBeeQ,unknown,1
Lives outside BS,unknown,unknown,QDM TECH,unknown,1
Lives outside BS,unknown,unknown,QED science,unknown,1
Lives outside BS,unknown,unknown,QEDIT,unknown,1
Lives outside BS,unknown,unknown,QEDMA Quantum Computing,unknown,1
Lives outside BS,unknown,unknown,QELT R&D,unknown,1
Lives outside BS,unknown,unknown,QIAGEN,unknown,1
Lives outside BS,high_tech,other_high_tech,"QLogic, a wholly owned subsidiary of Cavium, Inc.",unknown,1
